OD / in,OD / mm,Order Num,Length / in,Length / mm,Rate / lbs per in,Rate / N per mm,Initial Tension / lbs,Initial Tension / N,Sugg. Max. Defl. / in,Sugg. Max. Defl. / mm,Sugg. Max. Load / lbs,Sugg. Max. Load / N,Wire Dia. / in,Wire Dia. / mm,MAT'L,FNSH
0.750,19.05,80907,2.50,63.5,89,16,6,28,.75,19,73,327,0.115,2.92,MW,N
0.750,19.05,80907S,2.50,63.5,76,13,5,24,.57,14,48,215,0.115,2.92,SST,N
0.750,19.05,80918,2.50,63.5,144,25,8,35,.59,15,93,415,0.125,3.18,MW,N
0.750,19.05,80918S,2.50,63.5,122,21,7,30,.45,11,61,273,0.125,3.18,SST,N
0.750,19.05,12398,2.59,65.9,38,6.7,11,51,1.0,26,50,221,0.105,2.67,SPR,Z
0.750,19.05,80826,2.75,69.9,.90,.16,.6,3,7.8,198,7.6,34,0.049,1.24,MW,N
0.750,19.05,80826S,2.75,69.9,.77,.13,.5,2,6.2,157,5.2,23,0.049,1.24,SST,N
0.750,19.05,80833,2.75,69.9,1.6,.27,.8,4,5.9,149,9.9,44,0.055,1.40,MW,N
0.750,19.05,80833S,2.75,69.9,1.3,.23,.7,3,4.6,118,6.8,30,0.055,1.40,SST,N
0.750,19.05,80839,2.75,69.9,3.2,.56,1,5,4.2,108,15,66,0.063,1.60,MW,N
0.750,19.05,80839S,2.75,69.9,2.7,.48,1,5,3.4,85,10,45,0.063,1.60,SST,N
0.750,19.05,80849,2.75,69.9,5.2,.91,2,7,3.3,85,19,85,0.069,1.75,MW,N
0.750,19.05,80849S,2.75,69.9,4.4,.78,1,6,2.6,67,13,58,0.069,1.75,SST,N
0.750,19.05,80859,2.75,69.9,7.9,1.4,2,9,2.7,68,23,103,0.075,1.91,MW,N
0.750,19.05,5891,2.75,69.9,5.8,1.0,3,12,2.6,66,18,79,0.075,1.91,SPR,Z
0.750,19.05,6031,2.75,69.9,5.1,.90,3,12,2.8,70,17,74,0.075,1.91,SST,N
0.750,19.05,80870,2.75,69.9,15,2.7,3,12,2.0,51,34,149,0.085,2.16,MW,N
0.750,19.05,80870S,2.75,69.9,13,2.3,2,11,1.6,40,23,101,0.085,2.16,SST,N
0.750,19.05,320,2.75,69.9,21,3.7,6,28,1.2,31,31,140,0.091,2.31,HD,Z
0.750,19.05,80879,2.75,69.9,24,4.1,4,16,1.6,41,42,186,0.093,2.36,MW,N
0.750,19.05,80879S,2.75,69.9,20,3.5,3,13,1.3,32,28,125,0.093,2.36,SST,N
0.750,19.05,80888,2.75,69.9,28,4.9,4,17,1.5,37,44,198,0.095,2.41,MW,N
0.750,19.05,80888S,2.75,69.9,24,4.1,3,14,1.1,29,30,133,0.095,2.41,SST,N
0.750,19.05,80899,2.75,69.9,45,7.9,5,24,1.2,31,60,267,0.105,2.67,MW,N
0.750,19.05,80899S,2.75,69.9,38,6.7,5,21,.93,24,40,180,0.105,2.67,SST,N
0.750,19.05,80908,2.75,69.9,76,13,6,28,.89,23,73,327,0.115,2.92,MW,N
0.750,19.05,80908S,2.75,69.9,64,11,5,24,.67,17,48,215,0.115,2.92,SST,N
0.750,19.05,195,2.75,69.9,81,14,21,91,.66,17,74,327,0.120,3.05,HD,Z
0.750,19.05,80919,2.75,69.9,120,21,8,35,.71,18,93,415,0.125,3.18,MW,N
0.750,19.05,80919S,2.75,69.9,102,18,7,30,.54,14,61,273,0.125,3.18,SST,N
0.750,19.05,S-632,2.88,73.0,.65,.11,.5,2,7.5,190,5.4,24,0.051,1.30,SST,N
0.750,19.05,80827,3.00,76.2,.80,.14,.6,3,8.8,222,7.6,34,0.049,1.24,MW,N
0.750,19.05,80827S,3.00,76.2,.68,.12,.5,2,6.9,176,5.2,23,0.049,1.24,SST,N
0.750,19.05,5807,3.00,76.2,1.0,.18,.7,3,5.6,142,6.4,29,0.054,1.37,SST,N
0.750,19.05,80834,3.00,76.2,1.4,.24,.8,4,6.7,171,9.9,44,0.055,1.40,MW,N
0.750,19.05,80834S,3.00,76.2,1.1,.20,.7,3,5.3,135,6.8,30,0.055,1.40,SST,N
0.750,19.05,80840,3.00,76.2,2.7,.46,1,5,5.1,130,15,66,0.063,1.60,MW,N
0.750,19.05,80840S,3.00,76.2,2.3,.39,1,5,4.0,103,10,45,0.063,1.60,SST,N
0.750,19.05,5940,3.00,76.2,2.0,.36,1,6,4.7,121,11,49,0.063,1.60,SPR,Z
0.750,19.05,80850,3.00,76.2,4.4,.77,2,7,4.0,101,19,85,0.069,1.75,MW,N
0.750,19.05,80850S,3.00,76.2,3.7,.66,1,6,3.1,79,13,58,0.069,1.75,SST,N
0.750,19.05,80860,3.00,76.2,6.7,1.2,2,9,3.2,81,23,103,0.075,1.91,MW,N
0.750,19.05,80860S,3.00,76.2,5.7,1.0,2,7,2.5,63,16,70,0.075,1.91,SST,N
0.750,19.05,80871,3.00,76.2,13,2.3,3,12,2.3,60,34,149,0.085,2.16,MW,N
0.750,19.05,80871S,3.00,76.2,11,1.9,2,11,1.8,46,23,101,0.085,2.16,SST,N
0.750,19.05,S-603,3.00,76.2,13,2.3,6,26,1.8,46,29,131,0.091,2.31,SST,N
0.750,19.05,80880,3.00,76.2,20,3.6,4,16,1.9,48,42,186,0.093,2.36,MW,N
0.750,19.05,80880S,3.00,76.2,17,3.0,3,13,1.4,37,28,125,0.093,2.36,SST,N
0.750,19.05,80889,3.00,76.2,24,4.2,4,17,1.7,43,44,198,0.095,2.41,MW,N
0.750,19.05,80889S,3.00,76.2,20,3.5,3,14,1.3,33,30,133,0.095,2.41,SST,N
0.750,19.05,80900,3.00,76.2,39,6.8,5,24,1.4,36,60,267,0.105,2.67,MW,N
0.750,19.05,80900S,3.00,76.2,33,5.7,5,21,1.1,28,40,180,0.105,2.67,SST,N
0.750,19.05,80909,3.00,76.2,66,11,6,28,1.0,26,73,327,0.115,2.92,MW,N
0.750,19.05,80909S,3.00,76.2,56,9.7,5,24,.77,20,48,215,0.115,2.92,SST,N
0.750,19.05,80920,3.00,76.2,103,18,8,35,.83,21,93,415,0.125,3.18,MW,N
0.750,19.05,80920S,3.00,76.2,87,15,7,30,.63,16,61,273,0.125,3.18,SST,N
0.750,19.05,89,3.13,79.4,33,5.7,11,51,1.2,30,50,221,0.105,2.67,HD,Z
0.750,19.05,80828,3.25,82.6,.70,.12,.6,3,10,254,7.6,34,0.049,1.24,MW,N
0.750,19.05,80828S,3.25,82.6,.60,.10,.5,2,7.9,201,5.2,23,0.049,1.24,SST,N
0.750,19.05,B5-33,3.25,82.6,1.7,.29,1,5,5.5,139,10,46,0.062,1.57,SPR,N
0.750,19.05,S-608,3.25,82.6,12,2.2,6,27,2.0,50,30,135,0.092,2.34,SST,N
0.750,19.05,5161,3.25,82.6,31,5.4,11,51,1.2,31,50,221,0.105,2.67,HD,Z
0.750,19.05,5350,3.38,85.7,13,2.3,6,28,2.0,50,31,140,0.091,2.31,SPR,Z
0.750,19.05,80829,3.50,88.9,.60,.11,.6,3,12,297,7.6,34,0.049,1.24,MW,N
0.750,19.05,80829S,3.50,88.9,.51,.09,.5,2,9.3,235,5.2,23,0.049,1.24,SST,N
0.750,19.05,S-635,3.50,88.9,.81,.14,.7,3,7.1,182,6.4,29,0.054,1.37,SST,N
0.750,19.05,B6-59,3.50,88.9,.74,.13,.7,3,8.3,210,6.8,30,0.054,1.37,SPR,N
0.750,19.05,6061,3.50,88.9,.86,.15,.7,3,7.1,180,6.8,30,0.055,1.40,SST,N
0.750,19.05,80835,3.50,88.9,1.0,.18,.8,4,9.1,230,9.9,44,0.055,1.40,MW,N
0.750,19.05,79,3.50,88.9,1.7,.30,1,5,5.4,138,10,46,0.062,1.57,HD,Z
0.750,19.05,5887,3.50,88.9,1.7,.29,1,6,5.8,148,11,49,0.063,1.60,SPR,N
0.750,19.05,80841,3.50,88.9,2.1,.36,1,5,6.6,168,15,66,0.063,1.60,MW,N
0.750,19.05,80841S,3.50,88.9,1.7,.31,1,5,5.2,133,10,45,0.063,1.60,SST,N
0.750,19.05,80851,3.50,88.9,3.4,.59,2,7,5.2,131,19,85,0.069,1.75,MW,N
0.750,19.05,80851S,3.50,88.9,2.9,.50,1,6,4.1,103,13,58,0.069,1.75,SST,N
0.750,19.05,80861,3.50,88.9,5.2,.91,2,9,4.1,104,23,103,0.075,1.91,MW,N
0.750,19.05,6032,3.50,88.9,3.7,.64,3,12,3.8,97,17,74,0.075,1.91,SST,N
0.750,19.05,80872,3.50,88.9,10,1.8,3,12,3.1,78,34,149,0.085,2.16,MW,N
0.750,19.05,80872S,3.50,88.9,8.5,1.5,2,11,2.4,61,23,101,0.085,2.16,SST,N
0.750,19.05,80881,3.50,88.9,16,2.8,4,16,2.4,62,42,186,0.093,2.36,MW,N
0.750,19.05,80881S,3.50,88.9,13,2.4,3,13,1.9,47,28,125,0.093,2.36,SST,N
0.750,19.05,80890,3.50,88.9,18,3.2,4,17,2.3,57,44,198,0.095,2.41,MW,N
0.750,19.05,80890S,3.50,88.9,15,2.7,3,14,1.7,44,30,133,0.095,2.41,SST,N
0.750,19.05,80901,3.50,88.9,30,5.3,5,24,1.8,46,60,267,0.105,2.67,MW,N
0.750,19.05,80901S,3.50,88.9,26,4.5,5,21,1.4,35,40,180,0.105,2.67,SST,N
0.750,19.05,80910,3.50,88.9,50,8.8,6,28,1.3,34,73,327,0.115,2.92,MW,N
0.750,19.05,80910S,3.50,88.9,43,7.5,5,24,1.0,26,48,215,0.115,2.92,SST,N
0.750,19.05,80921,3.50,88.9,80,14,8,35,1.1,27,93,415,0.125,3.18,MW,N
0.750,19.05,80921S,3.50,88.9,68,12,7,30,.81,20,61,273,0.125,3.18,SST,N
0.750,19.05,633,3.50,88.9,107,19,34,153,.68,17,107,474,0.135,3.43,HD,Z
0.750,19.05,5942,3.75,95.3,3.8,.66,3,12,3.9,100,18,79,0.075,1.91,SPR,Z
0.750,19.05,5605,3.75,95.3,11,2.0,6,29,2.3,59,33,145,0.092,2.34,HD,Z
0.750,19.05,5630**,3.75,95.3,28,5.0,11,51,1.4,34,50,221,0.105,2.67,SPR,Z
0.750,19.05,77,3.75,95.3,26,4.5,11,51,1.5,38,50,221,0.105,2.67,HD,Z
0.750,19.05,B9-3,3.91,99.2,1.3,.23,1,5,7.0,177,10,46,0.062,1.57,SPR,Z
0.750,19.05,6060,4.00,101.6,1.6,.29,1,6,8.3,210,15,66,0.063,1.60,MW,GI
0.750,19.05,80842,4.00,101.6,1.7,.30,1,5,8.0,203,15,66,0.063,1.60,MW,N
0.750,19.05,80842S,4.00,101.6,1.4,.25,1,5,6.3,160,10,45,0.063,1.60,SST,N
0.750,19.05,5888,4.00,101.6,1.4,.24,1,6,6.9,176,11,49,0.063,1.60,SPR,Z
0.750,19.05,80852,4.00,101.6,2.8,.48,2,7,6.3,160,19,85,0.069,1.75,MW,N
0.750,19.05,80852S,4.00,101.6,2.4,.41,1,6,5.0,126,13,58,0.069,1.75,SST,N
0.750,19.05,80862,4.00,101.6,4.3,.74,2,9,5.0,127,23,103,0.075,1.91,MW,N
0.750,19.05,6033,4.00,101.6,3.1,.54,3,12,4.5,115,17,74,0.075,1.91,SST,N
0.750,19.05,192,4.00,101.6,5.2,.90,4,16,3.5,89,22,96,0.080,2.03,HD,Z
0.750,19.05,80873,4.00,101.6,8.2,1.4,3,12,3.7,95,34,149,0.085,2.16,MW,N
0.750,19.05,80873S,4.00,101.6,7.0,1.2,2,11,2.9,74,23,101,0.085,2.16,SST,N
0.750,19.05,80882,4.00,101.6,13,2.3,4,16,3.0,75,42,186,0.093,2.36,MW,N
0.750,19.05,80882S,4.00,101.6,11,1.9,3,13,2.3,58,28,125,0.093,2.36,SST,N
0.750,19.05,80891,4.00,101.6,15,2.6,4,17,2.7,69,44,198,0.095,2.41,MW,N
0.750,19.05,80891S,4.00,101.6,13,2.2,3,14,2.1,53,30,133,0.095,2.41,SST,N
0.750,19.05,80902,4.00,101.6,25,4.3,5,24,2.2,56,60,267,0.105,2.67,MW,N
0.750,19.05,80902S,4.00,101.6,21,3.7,5,21,1.7,43,40,180,0.105,2.67,SST,N
0.750,19.05,5826,4.00,101.6,24,4.2,11,51,1.6,41,50,221,0.105,2.67,HD,Z
0.750,19.05,80911,4.00,101.6,41,7.2,6,28,1.6,42,73,327,0.115,2.92,MW,N
0.750,19.05,80911S,4.00,101.6,35,6.1,5,24,1.2,31,48,215,0.115,2.92,SST,N
0.750,19.05,80922,4.00,101.6,65,11,8,35,1.3,33,93,415,0.125,3.18,MW,N
0.750,19.05,80922S,4.00,101.6,56,9.7,7,30,.99,25,61,273,0.125,3.18,SST,N
0.750,19.05,5292,4.06,103.2,59,10,25,109,1.0,26,84,375,0.125,3.18,SPR,Z
0.750,19.05,5019,4.19,106.4,3.1,.54,2,10,4.3,109,16,69,0.072,1.83,HD,Z
0.750,19.05,5892,4.22,107.2,3.3,.57,3,12,4.6,116,18,79,0.075,1.91,SPR,Z
0.750,19.05,6029,4.25,108.0,1.1,.20,1,6,8.0,203,10,46,0.063,1.60,SST,N
0.750,19.05,6034,4.25,108.0,2.9,.50,3,12,4.9,125,17,74,0.075,1.91,SST,N
0.750,19.05,S-604,4.25,108.0,8.1,1.4,6,26,2.9,74,29,131,0.091,2.31,SST,N
0.750,19.05,5941,4.38,111.1,3.1,.55,3,12,4.8,122,18,79,0.075,1.91,SPR,Z
0.750,19.05,12356,4.38,111.1,12,2.1,8,35,2.5,64,37,166,0.096,2.44,SPR,Z
0.750,19.05,5889,4.41,111.9,1.3,.23,1,6,7.6,192,12,51,0.064,1.63,SPR,Z
0.750,19.05,5341,4.44,112.7,1.2,.21,1,5,7.8,199,10,46,0.062,1.57,SPR,Z
0.750,19.05,75,4.50,114.3,1.2,.21,1,5,7.8,197,10,46,0.062,1.57,HD,Z
0.750,19.05,80843,4.50,114.3,1.4,.25,1,5,9.7,246,15,66,0.063,1.60,MW,N
0.750,19.05,80843S,4.50,114.3,1.2,.21,1,5,7.7,195,10,45,0.063,1.60,SST,N
0.750,19.05,80853,4.50,114.3,2.3,.40,2,7,7.6,192,19,85,0.069,1.75,MW,N
0.750,19.05,80853S,4.50,114.3,2.0,.34,1,6,6.0,151,13,58,0.069,1.75,SST,N
0.750,19.05,80863,4.50,114.3,3.6,.62,2,9,6.0,152,23,103,0.075,1.91,MW,N
0.750,19.05,80863S,4.50,114.3,3.0,.53,2,7,4.7,119,16,70,0.075,1.91,SST,N
0.750,19.05,80874,4.50,114.3,6.9,1.2,3,12,4.4,113,34,149,0.085,2.16,MW,N
0.750,19.05,80874S,4.50,114.3,5.9,1.0,2,11,3.5,88,23,101,0.085,2.16,SST,N
0.750,19.05,80883,4.50,114.3,11,1.9,4,16,3.5,89,42,186,0.093,2.36,MW,N
0.750,19.05,80883S,4.50,114.3,9.3,1.6,3,13,2.7,69,28,125,0.093,2.36,SST,N
0.750,19.05,80892,4.50,114.3,12,2.2,4,17,3.3,83,44,198,0.095,2.41,MW,N
0.750,19.05,80892S,4.50,114.3,11,1.8,3,14,2.5,64,30,133,0.095,2.41,SST,N
0.750,19.05,80903,4.50,114.3,21,3.7,5,24,2.6,66,60,267,0.105,2.67,MW,N
0.750,19.05,80903S,4.50,114.3,18,3.1,5,21,2.0,51,40,180,0.105,2.67,SST,N
0.750,19.05,80912,4.50,114.3,35,6.1,6,28,1.9,49,73,327,0.115,2.92,MW,N
0.750,19.05,80912S,4.50,114.3,30,5.2,5,24,1.4,37,48,215,0.115,2.92,SST,N
0.750,19.05,80923,4.50,114.3,55,9.7,8,35,1.5,39,93,415,0.125,3.18,MW,N
0.750,19.05,80923S,4.50,114.3,47,8.2,7,30,1.2,30,61,273,0.125,3.18,SST,N
0.750,19.05,5484,4.69,119.0,38,6.7,21,91,1.4,35,74,327,0.120,3.05,SPR,Z
0.750,19.05,6035,4.75,120.7,2.5,.44,3,12,5.6,143,17,74,0.075,1.91,SST,N
0.750,19.05,B7-57,4.97,126.2,1.1,.19,1,6,9.1,230,11,49,0.063,1.60,SPR,N
0.750,19.05,5281,5.00,127.0,1.0,.18,1,5,9.2,233,10,46,0.062,1.57,SPR,Z
0.750,19.05,5429,5.00,127.0,1.2,.20,1,5,7.9,201,10,46,0.062,1.57,SPR,Z
0.750,19.05,80844,5.00,127.0,1.2,.21,1,5,11,287,15,66,0.063,1.60,MW,N
0.750,19.05,80844S,5.00,127.0,1.0,.18,1,5,8.9,227,10,45,0.063,1.60,SST,N
0.750,19.05,80854,5.00,127.0,2.0,.35,2,7,8.7,222,19,85,0.069,1.75,MW,N
0.750,19.05,80854S,5.00,127.0,1.7,.30,1,6,6.9,175,13,58,0.069,1.75,SST,N
0.750,19.05,80864,5.00,127.0,3.1,.54,2,9,6.9,174,23,103,0.075,1.91,MW,N
0.750,19.05,5893,5.00,127.0,2.7,.47,3,12,5.6,143,18,79,0.075,1.91,SPR,Z
0.750,19.05,6036,5.00,127.0,2.4,.41,3,12,6.0,152,17,74,0.075,1.91,SST,N
0.750,19.05,80875,5.00,127.0,6.0,1.1,3,12,5.1,129,34,149,0.085,2.16,MW,N
0.750,19.05,80875S,5.00,127.0,5.1,.90,2,11,4.0,101,23,101,0.085,2.16,SST,N
0.750,19.05,80884,5.00,127.0,9.6,1.7,4,16,4.0,101,42,186,0.093,2.36,MW,N
0.750,19.05,80884S,5.00,127.0,8.2,1.4,3,13,3.1,78,28,125,0.093,2.36,SST,N
0.750,19.05,80893,5.00,127.0,11,1.9,4,17,3.8,96,44,198,0.095,2.41,MW,N
0.750,19.05,80893S,5.00,127.0,9.2,1.6,3,14,2.9,74,30,133,0.095,2.41,SST,N
0.750,19.05,80904,5.00,127.0,18,3.2,5,24,3.0,77,60,267,0.105,2.67,MW,N
0.750,19.05,80904S,5.00,127.0,15,2.7,5,21,2.3,59,40,180,0.105,2.67,SST,N
0.750,19.05,80913,5.00,127.0,30,5.3,6,28,2.2,56,73,327,0.115,2.92,MW,N
0.750,19.05,80913S,5.00,127.0,26,4.5,5,24,1.7,43,48,215,0.115,2.92,SST,N
0.750,19.05,193,5.00,127.0,36,6.2,21,91,1.5,38,74,327,0.120,3.05,HD,Z
0.750,19.05,80924,5.00,127.0,48,8.4,8,35,1.8,45,93,415,0.125,3.18,MW,N
0.750,19.05,80924S,5.00,127.0,41,7.1,7,30,1.3,34,61,273,0.125,3.18,SST,N
0.750,19.05,5799,5.13,130.2,3.5,.61,3,14,4.8,122,20,89,0.078,1.98,SPR,Z
0.750,19.05,80845,5.50,139.7,1.1,.19,1,5,12,313,15,66,0.063,1.60,MW,N
0.750,19.05,80845S,5.50,139.7,.94,.16,1,5,9.8,248,10,45,0.063,1.60,SST,N
0.750,19.05,80855,5.50,139.7,1.8,.31,2,7,9.9,250,19,85,0.069,1.75,MW,N
0.750,19.05,80855S,5.50,139.7,1.5,.26,1,6,7.8,198,13,58,0.069,1.75,SST,N
0.750,19.05,80865,5.50,139.7,2.7,.48,2,9,7.8,199,23,103,0.075,1.91,MW,N
0.750,19.05,80865S,5.50,139.7,2.3,.40,2,7,6.1,155,16,70,0.075,1.91,SST,N
0.750,19.05,80894,5.50,139.7,9.5,1.7,4,17,4.3,109,44,198,0.095,2.41,MW,N
0.750,19.05,80894S,5.50,139.7,8.1,1.4,3,14,3.3,84,30,133,0.095,2.41,SST,N
0.750,19.05,80914,5.50,139.7,27,4.6,6,28,2.5,64,73,327,0.115,2.92,MW,N
0.750,19.05,80914S,5.50,139.7,23,3.9,5,24,1.9,49,48,215,0.115,2.92,SST,N
0.750,19.05,5516,5.63,142.9,7.2,1.3,6,29,3.6,92,33,145,0.092,2.34,SPR,Z
0.750,19.05,5642,5.69,144.4,20,3.6,11,51,1.9,48,50,221,0.105,2.67,SPR,Z
0.750,19.05,12397,5.75,146.1,9.5,1.7,9,38,3.3,84,40,177,0.098,2.49,SPR,Z
0.750,19.05,80866,6.00,152.4,2.4,.42,2,9,8.8,223,23,103,0.075,1.91,MW,N
0.750,19.05,80866S,6.00,152.4,2.1,.36,2,7,6.8,174,16,70,0.075,1.91,SST,N
0.750,19.05,194,6.00,152.4,3.0,.53,4,16,6.0,151,22,96,0.080,2.03,HD,Z
0.750,19.05,S-605,6.00,152.4,5.4,.95,6,26,4.3,110,29,131,0.091,2.31,SST,N
0.750,19.05,80895,6.00,152.4,8.5,1.5,4,17,4.8,122,44,198,0.095,2.41,MW,N
0.750,19.05,80895S,6.00,152.4,7.2,1.3,3,14,3.7,94,30,133,0.095,2.41,SST,N
0.750,19.05,80915,6.00,152.4,24,4.2,6,28,2.8,71,73,327,0.115,2.92,MW,N
0.750,19.05,80915S,6.00,152.4,20,3.6,5,24,2.1,54,48,215,0.115,2.92,SST,N
0.750,19.05,100,6.50,165.1,5.9,1.0,6,28,4.2,108,31,140,0.091,2.31,HD,Z
0.750,19.05,5514,6.88,174.6,19,3.3,17,76,2.5,63,64,285,0.115,2.92,SPR,Z
0.750,19.05,5314,7.00,177.8,50,8.8,34,153,1.4,37,107,474,0.135,3.43,SPR,Z
0.750,19.05,5586,7.25,184.2,11,2.0,11,51,3.4,86,50,221,0.105,2.67,SPR,Z
0.750,19.05,5564,7.25,184.2,28,4.9,25,109,2.1,54,84,375,0.125,3.18,HD,Z
0.750,19.05,5438,7.50,190.5,.63,.11,1,5,15,373,10,46,0.062,1.57,SPR,Z
0.750,19.05,12350,7.88,200.0,10,1.8,12,53,3.9,98,51,228,0.106,2.69,SPR,Z
0.750,19.05,131,8.50,215.9,1.2,.21,2,10,11,285,16,69,0.072,1.83,HD,Z
0.750,19.05,132,8.50,215.9,2.1,.37,4,16,8.6,219,22,96,0.080,2.03,HD,Z
0.750,19.05,636,8.50,215.9,4.2,.74,6,28,6.0,152,31,140,0.091,2.31,HD,Z
0.750,19.05,5025,8.50,215.9,45,7.8,41,180,1.8,45,120,536,0.140,3.56,SPR,Z
0.750,19.05,5147,9.25,235.0,1.9,.33,4,16,9.5,242,22,96,0.080,2.03,HD,Z
0.750,19.05,5081,9.50,241.3,1.8,.32,4,16,9.9,252,22,96,0.080,2.03,HD,Z
0.750,19.05,5320,11.0,279.4,3.2,.56,6,28,7.8,199,31,140,0.091,2.31,SPR,Z
0.750,19.05,5604,11.9,301.6,10,1.8,17,76,4.6,116,64,285,0.115,2.92,SPR,Z
0.750,19.05,5579,12.6,320.7,5.8,1.0,11,51,6.6,167,50,221,0.105,2.67,SPR,Z
0.750,19.05,4010,16.5,419.1,5.8,1.0,14,62,7.1,181,55,246,0.110,2.79,SPR,Z
0.765,19.43,12396,1.84,46.8,.17,.03,.1,.4,10,254,1.8,8.2,0.034,0.86,SPR,Z
0.765,19.43,12362,2.47,62.7,8.4,1.5,3,14,2.0,52,20,91,0.079,2.01,SPR,N
0.765,19.43,12365,2.50,63.5,9.4,1.6,4,16,2.0,50,22,98,0.081,2.06,SPR,N
0.765,19.43,5326,2.88,73.0,34,5.9,11,49,1.1,28,49,216,0.105,2.67,SPR,Z
0.765,19.43,B7-62,3.50,88.9,4.2,.73,3,12,3.6,92,18,80,0.076,1.93,SPR,N
0.781,19.84,B14-20,2.25,57.2,.61,.11,.4,2,7.0,177,4.6,21,0.047,1.19,SPR,N
0.781,19.84,5307,2.88,73.0,1.6,.28,.6,3,3.7,93,6.5,29,0.054,1.37,SPR,N
0.781,19.84,5512,2.94,74.6,19,3.3,7,30,1.4,37,34,153,0.095,2.41,SPR,Z
0.812,20.62,S-613,2.94,74.6,12,2.0,5,21,1.8,46,26,115,0.090,2.29,SST,N
0.812,20.62,12538,3.13,79.4,72,13,20,90,.77,20,76,338,0.125,3.18,HD,Z
0.812,20.62,5699***,3.25,82.6,72,13,20,90,.77,20,76,338,0.125,3.18,SPR,BO
0.812,20.62,5486,3.38,85.7,47,8.3,17,76,1.0,27,66,296,0.120,3.05,SPR,Z
0.812,20.62,5831,3.75,95.3,47,8.2,20,90,1.2,30,76,338,0.125,3.18,SPR,Z
0.812,20.62,5099,4.00,101.6,8.8,1.5,5,23,2.7,68,29,127,0.091,2.31,HD,Z
0.812,20.62,5552,4.00,101.6,20,3.5,10,42,1.8,46,45,201,0.105,2.67,SPR,Z
0.812,20.62,76,4.00,101.6,39,6.8,17,76,1.3,32,66,296,0.120,3.05,HD,Z
0.812,20.62,637,4.50,114.3,7.1,1.2,5,23,3.3,84,29,127,0.091,2.31,HD,Z
0.812,20.62,5031**,4.88,123.8,56,9.8,28,127,1.2,31,96,426,0.135,3.43,HD,Z
0.812,20.62,5651,6.00,152.4,5.3,.93,5,24,4.6,116,30,132,0.092,2.34,SPR,Z
0.812,20.62,219,6.75,171.5,19,3.3,17,76,2.6,67,66,296,0.120,3.05,HD,Z
0.812,20.62,6067,8.38,212.7,3.4,.59,5,24,10,258,40,177,0.092,2.34,MW,N
0.812,20.62,133,8.50,215.9,.42,.07,1,5,21,521,9.6,43,0.062,1.57,HD,Z
0.812,20.62,5145*,8.50,215.9,.54,.10,1,6,18,457,11,49,0.065,1.65,SPR,Z
0.812,20.62,134,8.50,215.9,.92,.16,2,9,14,348,14,64,0.072,1.83,HD,Z
0.812,20.62,135,8.50,215.9,1.6,.28,3,13,10,263,20,88,0.080,2.03,HD,Z
0.812,20.62,136,8.50,215.9,3.2,.57,5,23,7.3,184,29,127,0.091,2.31,HD,Z
0.812,20.62,5047,12.8,323.9,2.1,.37,5,23,11,283,29,127,0.091,2.31,HD,Z
0.843,21.41,5901,2.25,57.2,11,1.9,4,16,1.7,44,23,102,0.085,2.16,SPR,Z
0.843,21.41,6040,2.25,57.2,9.8,1.7,3,15,1.9,47,22,96,0.085,2.16,SST,N
0.843,21.41,5358,2.56,65.1,29,5.0,7,32,1.0,26,37,164,0.100,2.54,SPR,Z
0.843,21.41,5321,2.69,68.2,187,33,39,174,.45,12,124,550,0.148,3.76,SPR,Z
0.843,21.41,5944,2.75,69.9,8.0,1.4,4,16,2.4,61,23,102,0.085,2.16,SPR,Z
0.843,21.41,6041,2.75,69.9,7.1,1.2,3,15,2.6,65,22,96,0.085,2.16,SST,N
0.843,21.41,5300,2.75,69.9,53,9.2,16,69,.93,24,65,287,0.120,3.05,SPR,Z
0.843,21.41,5633,3.00,76.2,4.7,.82,2,9,2.9,74,16,70,0.075,1.91,SPR,Z
0.843,21.41,5902,3.00,76.2,7.1,1.2,4,16,2.7,70,23,102,0.085,2.16,SPR,Z
0.843,21.41,6037,3.50,88.9,2.6,.46,2,9,4.9,125,15,66,0.075,1.91,SST,N
0.843,21.41,5903,3.75,95.3,5.2,.91,4,16,3.7,95,23,102,0.085,2.16,SPR,Z
0.843,21.41,5736,3.81,96.8,3.2,.56,2,11,4.7,119,17,78,0.078,1.98,SPR,Z
0.843,21.41,5663,3.81,96.8,18,3.1,9,39,2.0,50,43,192,0.105,2.67,SPR,Z
0.843,21.41,5895,4.00,101.6,2.5,.43,2,9,5.6,141,16,70,0.075,1.91,SPR,Z
0.843,21.41,6038,4.00,101.6,2.2,.38,2,9,5.9,150,15,66,0.075,1.91,SST,N
0.843,21.41,5945,4.00,101.6,4.8,.83,4,16,4.1,103,23,102,0.085,2.16,SPR,Z
0.843,21.41,6042,4.00,101.6,4.2,.74,3,15,4.3,110,22,96,0.085,2.16,SST,N
0.843,21.41,B5-56,4.03,102.4,5.3,.93,4,18,3.9,99,25,110,0.087,2.21,SPR,N
0.843,21.41,5904,4.25,108.0,4.4,.77,4,16,4.4,112,23,102,0.085,2.16,SPR,Z
0.843,21.41,6043,4.25,108.0,3.9,.68,3,15,4.7,118,22,96,0.085,2.16,SST,N
0.843,21.41,5570,4.25,108.0,6.5,1.1,5,21,3.5,89,27,122,0.091,2.31,SPR,Z
0.843,21.41,S-633,4.44,112.7,1.8,.32,2,8,6.3,160,13,58,0.072,1.83,SST,N
